Import Rates,Export Rates
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.27336417,0.26881168
0.27336417,0.26881168
0.27336417,0.26881168
0.25021928,0.2494028
0.25021928,0.2494028
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.27336417,0.26881168
0.27336417,0.26881168
0.27336417,0.26881168
0.25021928,0.2494028
0.25021928,0.2494028
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.27336417,0.26881168
0.27336417,0.26881168
0.27336417,0.26881168
0.25021928,0.2494028
0.25021928,0.2494028
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.27336417,0.26881168
0.27336417,0.26881168
0.27336417,0.26881168
0.25021928,0.2494028
0.25021928,0.2494028
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.25021928,0.2494028
0.17998231,0.17901307
0.17998231,0.17901307
0.17998231,0.17901307
