Import Rates,Export Rates
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.29701197,0.27813971
0.29701197,0.27813971
0.29701197,0.27813971
0.29701197,0.27813971
0.29701197,0.27813971
0.29701197,0.27813971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.29701197,0.27813971
0.29701197,0.27813971
0.29701197,0.27813971
0.29701197,0.27813971
0.29701197,0.27813971
0.29701197,0.27813971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.29701197,0.27813971
0.29701197,0.27813971
0.29701197,0.27813971
0.29701197,0.27813971
0.29701197,0.27813971
0.29701197,0.27813971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.29701197,0.27813971
0.29701197,0.27813971
0.29701197,0.27813971
0.29701197,0.27813971
0.29701197,0.27813971
0.29701197,0.27813971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.29701197,0.27813971
0.29701197,0.27813971
0.29701197,0.27813971
0.29701197,0.27813971
0.29701197,0.27813971
0.29701197,0.27813971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.29701197,0.27813971
0.29701197,0.27813971
0.29701197,0.27813971
0.29701197,0.27813971
0.29701197,0.27813971
0.29701197,0.27813971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.29701197,0.27813971
0.29701197,0.27813971
0.29701197,0.27813971
0.29701197,0.27813971
0.29701197,0.27813971
0.29701197,0.27813971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
0.22031197,0.20143971
