Import Rates,Export Rates,Zip,Utility Name,Utility ID,Tariff Name,Tariff ID
0.47096756,0.46941559,92194,San Diego Gas & Electric Co,1071,DR,486
0.47096756,0.46941559,92194,San Diego Gas & Electric Co,1071,DR,486
0.47096756,0.46941559,92194,San Diego Gas & Electric Co,1071,DR,486
0.47096756,0.46941559,92194,San Diego Gas & Electric Co,1071,DR,486
0.47096756,0.46941559,92194,San Diego Gas & Electric Co,1071,DR,486
0.47096756,0.46941559,92194,San Diego Gas & Electric Co,1071,DR,486
0.47096756,0.46941559,92194,San Diego Gas & Electric Co,1071,DR,486
0.47096756,0.46941559,92194,San Diego Gas & Electric Co,1071,DR,486
0.47096756,0.46941559,92194,San Diego Gas & Electric Co,1071,DR,486
0.47096756,0.46941559,92194,San Diego Gas & Electric Co,1071,DR,486
0.47096756,0.46941559,92194,San Diego Gas & Electric Co,1071,DR,486
0.47096756,0.46941559,92194,San Diego Gas & Electric Co,1071,DR,486
0.47096756,0.46941559,92194,San Diego Gas & Electric Co,1071,DR,486
0.47096756,0.46941559,92194,San Diego Gas & Electric Co,1071,DR,486
0.47096756,0.46941559,92194,San Diego Gas & Electric Co,1071,DR,486
0.47096756,0.46941559,92194,San Diego Gas & Electric Co,1071,DR,486
0.47096756,0.46941559,92194,San Diego Gas & Electric Co,1071,DR,486
0.47096756,0.46941559,92194,San Diego Gas & Electric Co,1071,DR,486
0.47096756,0.46941559,92194,San Diego Gas & Electric Co,1071,DR,486
0.47096756,0.46941559,92194,San Diego Gas & Electric Co,1071,DR,486
0.47096756,0.46941559,92194,San Diego Gas & Electric Co,1071,DR,486
0.47096756,0.46941559,92194,San Diego Gas & Electric Co,1071,DR,486
0.47096756,0.46941559,92194,San Diego Gas & Electric Co,1071,DR,486
0.47096756,0.46941559,92194,San Diego Gas & Electric Co,1071,DR,486
0.47096756,0.46941559,92194,San Diego Gas & Electric Co,1071,DR,486
0.47096756,0.46941559,92194,San Diego Gas & Electric Co,1071,DR,486
0.47096756,0.46941559,92194,San Diego Gas & Electric Co,1071,DR,486
0.47096756,0.46941559,92194,San Diego Gas & Electric Co,1071,DR,486
0.47096756,0.46941559,92194,San Diego Gas & Electric Co,1071,DR,486
0.47096756,0.46941559,92194,San Diego Gas & Electric Co,1071,DR,486
0.47096756,0.46941559,92194,San Diego Gas & Electric Co,1071,DR,486
0.47096756,0.46941559,92194,San Diego Gas & Electric Co,1071,DR,486
0.47096756,0.46941559,92194,San Diego Gas & Electric Co,1071,DR,486
0.47096756,0.46941559,92194,San Diego Gas & Electric Co,1071,DR,486
0.47096756,0.46941559,92194,San Diego Gas & Electric Co,1071,DR,486
0.47096756,0.46941559,92194,San Diego Gas & Electric Co,1071,DR,486
0.47096756,0.46941559,92194,San Diego Gas & Electric Co,1071,DR,486
0.47096756,0.46941559,92194,San Diego Gas & Electric Co,1071,DR,486
0.47096756,0.46941559,92194,San Diego Gas & Electric Co,1071,DR,486
0.47096756,0.46941559,92194,San Diego Gas & Electric Co,1071,DR,486
0.47096756,0.46941559,92194,San Diego Gas & Electric Co,1071,DR,486
0.47096756,0.46941559,92194,San Diego Gas & Electric Co,1071,DR,486
0.47096756,0.46941559,92194,San Diego Gas & Electric Co,1071,DR,486
0.47096756,0.46941559,92194,San Diego Gas & Electric Co,1071,DR,486
0.47096756,0.46941559,92194,San Diego Gas & Electric Co,1071,DR,486
0.47096756,0.46941559,92194,San Diego Gas & Electric Co,1071,DR,486
0.47096756,0.46941559,92194,San Diego Gas & Electric Co,1071,DR,486
0.47096756,0.46941559,92194,San Diego Gas & Electric Co,1071,DR,486
0.47096756,0.46941559,92194,San Diego Gas & Electric Co,1071,DR,486
0.47096756,0.46941559,92194,San Diego Gas & Electric Co,1071,DR,486
0.47096756,0.46941559,92194,San Diego Gas & Electric Co,1071,DR,486
0.47096756,0.46941559,92194,San Diego Gas & Electric Co,1071,DR,486
0.47096756,0.46941559,92194,San Diego Gas & Electric Co,1071,DR,486
0.47096756,0.46941559,92194,San Diego Gas & Electric Co,1071,DR,486
0.47096756,0.46941559,92194,San Diego Gas & Electric Co,1071,DR,486
0.47096756,0.46941559,92194,San Diego Gas & Electric Co,1071,DR,486
0.47096756,0.46941559,92194,San Diego Gas & Electric Co,1071,DR,486
0.47096756,0.46941559,92194,San Diego Gas & Electric Co,1071,DR,486
0.47096756,0.46941559,92194,San Diego Gas & Electric Co,1071,DR,486
0.47096756,0.46941559,92194,San Diego Gas & Electric Co,1071,DR,486
0.47096756,0.46941559,92194,San Diego Gas & Electric Co,1071,DR,486
0.47096756,0.46941559,92194,San Diego Gas & Electric Co,1071,DR,486
0.47096756,0.46941559,92194,San Diego Gas & Electric Co,1071,DR,486
0.47096756,0.46941559,92194,San Diego Gas & Electric Co,1071,DR,486
0.47096756,0.46941559,92194,San Diego Gas & Electric Co,1071,DR,486
0.47096756,0.46941559,92194,San Diego Gas & Electric Co,1071,DR,486
0.47096756,0.46941559,92194,San Diego Gas & Electric Co,1071,DR,486
0.47096756,0.46941559,92194,San Diego Gas & Electric Co,1071,DR,486
0.47096756,0.46941559,92194,San Diego Gas & Electric Co,1071,DR,486
0.47096756,0.46941559,92194,San Diego Gas & Electric Co,1071,DR,486
0.47096756,0.46941559,92194,San Diego Gas & Electric Co,1071,DR,486
0.47096756,0.46941559,92194,San Diego Gas & Electric Co,1071,DR,486
0.47096756,0.46941559,92194,San Diego Gas & Electric Co,1071,DR,486
0.47096756,0.46941559,92194,San Diego Gas & Electric Co,1071,DR,486
0.47096756,0.46941559,92194,San Diego Gas & Electric Co,1071,DR,486
0.47096756,0.46941559,92194,San Diego Gas & Electric Co,1071,DR,486
0.47096756,0.46941559,92194,San Diego Gas & Electric Co,1071,DR,486
0.47096756,0.46941559,92194,San Diego Gas & Electric Co,1071,DR,486
0.47096756,0.46941559,92194,San Diego Gas & Electric Co,1071,DR,486
0.47096756,0.46941559,92194,San Diego Gas & Electric Co,1071,DR,486
0.47096756,0.46941559,92194,San Diego Gas & Electric Co,1071,DR,486
0.47096756,0.46941559,92194,San Diego Gas & Electric Co,1071,DR,486
0.47096756,0.46941559,92194,San Diego Gas & Electric Co,1071,DR,486
0.47096756,0.46941559,92194,San Diego Gas & Electric Co,1071,DR,486
