Import Rates,Export Rates,Zip,Utility Name,Utility ID,Tariff Name,Tariff ID
0.0975262,0.0975262,13603,National Grid - New York,579,SC1-PSC,3296051
0.0975262,0.0975262,13603,National Grid - New York,579,SC1-PSC,3296051
0.0975262,0.0975262,13603,National Grid - New York,579,SC1-PSC,3296051
0.0975262,0.0975262,13603,National Grid - New York,579,SC1-PSC,3296051
0.0975262,0.0975262,13603,National Grid - New York,579,SC1-PSC,3296051
0.0975262,0.0975262,13603,National Grid - New York,579,SC1-PSC,3296051
0.0975262,0.0975262,13603,National Grid - New York,579,SC1-PSC,3296051
0.0975262,0.0975262,13603,National Grid - New York,579,SC1-PSC,3296051
0.0975262,0.0975262,13603,National Grid - New York,579,SC1-PSC,3296051
0.0975262,0.0975262,13603,National Grid - New York,579,SC1-PSC,3296051
0.0975262,0.0975262,13603,National Grid - New York,579,SC1-PSC,3296051
0.0975262,0.0975262,13603,National Grid - New York,579,SC1-PSC,3296051
0.0975262,0.0975262,13603,National Grid - New York,579,SC1-PSC,3296051
0.0975262,0.0975262,13603,National Grid - New York,579,SC1-PSC,3296051
0.0975262,0.0975262,13603,National Grid - New York,579,SC1-PSC,3296051
0.0975262,0.0975262,13603,National Grid - New York,579,SC1-PSC,3296051
0.0975262,0.0975262,13603,National Grid - New York,579,SC1-PSC,3296051
0.0975262,0.0975262,13603,National Grid - New York,579,SC1-PSC,3296051
0.0975262,0.0975262,13603,National Grid - New York,579,SC1-PSC,3296051
0.0975262,0.0975262,13603,National Grid - New York,579,SC1-PSC,3296051
0.0975262,0.0975262,13603,National Grid - New York,579,SC1-PSC,3296051
0.0975262,0.0975262,13603,National Grid - New York,579,SC1-PSC,3296051
0.0975262,0.0975262,13603,National Grid - New York,579,SC1-PSC,3296051
0.0975262,0.0975262,13603,National Grid - New York,579,SC1-PSC,3296051
0.0975262,0.0975262,13603,National Grid - New York,579,SC1-PSC,3296051
0.0975262,0.0975262,13603,National Grid - New York,579,SC1-PSC,3296051
0.0975262,0.0975262,13603,National Grid - New York,579,SC1-PSC,3296051
0.0975262,0.0975262,13603,National Grid - New York,579,SC1-PSC,3296051
0.0975262,0.0975262,13603,National Grid - New York,579,SC1-PSC,3296051
0.0975262,0.0975262,13603,National Grid - New York,579,SC1-PSC,3296051
0.0975262,0.0975262,13603,National Grid - New York,579,SC1-PSC,3296051
0.0975262,0.0975262,13603,National Grid - New York,579,SC1-PSC,3296051
0.0975262,0.0975262,13603,National Grid - New York,579,SC1-PSC,3296051
0.0975262,0.0975262,13603,National Grid - New York,579,SC1-PSC,3296051
0.0975262,0.0975262,13603,National Grid - New York,579,SC1-PSC,3296051
0.0975262,0.0975262,13603,National Grid - New York,579,SC1-PSC,3296051
0.0975262,0.0975262,13603,National Grid - New York,579,SC1-PSC,3296051
0.0975262,0.0975262,13603,National Grid - New York,579,SC1-PSC,3296051
0.0975262,0.0975262,13603,National Grid - New York,579,SC1-PSC,3296051
0.0975262,0.0975262,13603,National Grid - New York,579,SC1-PSC,3296051
0.0975262,0.0975262,13603,National Grid - New York,579,SC1-PSC,3296051
0.0975262,0.0975262,13603,National Grid - New York,579,SC1-PSC,3296051
0.0975262,0.0975262,13603,National Grid - New York,579,SC1-PSC,3296051
0.0975262,0.0975262,13603,National Grid - New York,579,SC1-PSC,3296051
0.0975262,0.0975262,13603,National Grid - New York,579,SC1-PSC,3296051
